
2024/03/03 (13:36:01) | ===> btop++ v.1.3.2
2024/03/03 (13:55:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:55:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:55:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:55:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:55:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:55:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:55:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:55:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:55:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:55:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:55:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:55:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:55:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:55:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:55:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:55:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:55:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:56:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:57:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:58:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/03 (13:59:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
